Order 520614544 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520548160 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520555534 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520530960 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520553680 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520552737 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520544629 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520579204 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520571979 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520592898 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520577852 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520585881 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520553353 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520556047 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520554872 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520597154 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520596114 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520488026 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520579205 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520553445 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520567039 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520550515 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520541628 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520562167 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520526625 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520575745 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520583390 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520577893 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520556598 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520488028 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520553353 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520592898 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520567000 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520583375 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520554872 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520575635 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520553821 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520548057 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Order 520567055 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Order 520544586 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520540127 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520612615 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520567549 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520592755 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520571035 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 1000491497 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520626152 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520599575 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520597142 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520583381 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520577097 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520574414 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520594391 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520568876 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520513993 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520513992 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520567000 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Order 520539471 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520539470 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520577097 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520530739 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520577908 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520585935 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520592165 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Order 520591878 is locked and cannot be changed,"Work Order * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform your coordinator to remove the lock."
Status of order 520381997 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Status of order 520566988 does not allow changes,Work Order * is already in Closed Status in SAP ECC System. Please discard this order and synchronize again.
Notification 000210298268 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210297543 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210298038 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210296124 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
21.07.2020 11:14:23  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:14:41  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:18:11  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:20:56  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000220410911 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
21.07.2020 19:48:10  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:48:41  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:49:04  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:49:46  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:50:23  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:50:37  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:50:52  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:07  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:22  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:35  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:49  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:52:02  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:52:18  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:52:36  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:52:56  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:53:11  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:53:27  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:53:43  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:02  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:20  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:35  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:49  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:02  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:17  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:31  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:47  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:56:03  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:56:27  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 20:00:34  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000220411124 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210301726 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210301708 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 002000709562 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220413764 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210296261 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210295601 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210295703 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220410604 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210294723 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
21.07.2020 21:03:14  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
23.07.2020 07:20:12  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 002000685868 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210293380 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220412696 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220411729 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220413355 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210298469 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 002000705708 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210300813 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210297107 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210293248 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220409894 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
30.06.2020 13:11:30  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
30.06.2020 13:11:47  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
30.06.2020 13:12:32  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000220409463 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220411987 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 002000698620 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210295326 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
08.09.2020 18:44:58  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000210299893 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210296090 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 002000698402 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
14.09.2020 11:16:39  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000210301058 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 002000699182 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210298778 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
30.06.2020 13:11:42  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
30.06.2020 13:12:24  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
30.06.2020 13:13:30  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000210296509 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210297533 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210297649 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210301588 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210294803 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210295054 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210294239 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210295197 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000220414114 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210298465 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
21.07.2020 11:14:17  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:14:36  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:48:21  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:48:49  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:49:13  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:50:05  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:50:28  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:50:42  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:50:57  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:13  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:26  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:39  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:51:53  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:52:07  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:52:22  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:52:45  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:53:01  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:53:17  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:53:33  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:53:49  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:10  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:25  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:39  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:54:53  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:07  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:22  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:36  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:55:53  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:56:20  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 19:59:18  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 20:00:29  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 20:27:20  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000210297301 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
21.07.2020 07:09:07  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 07:13:40  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:40:21  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:40:53  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:41:05  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 11:41:25  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
21.07.2020 21:05:04  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000220414907 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210296386 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
27.07.2020 06:23:11  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
27.07.2020 06:23:19  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
27.07.2020 06:23:26  - Invalid User status E0008 for mobile status CLSD,User Status * not properly mapped for the Notification Type. Please check with the Mobile Application Support Team.
Notification 000210295722 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210293702 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
Notification 000210297154 is not locked,"Notification * is currently opened in SAP ECC System and is locked by other user. Please try to synchronize after some time.
In case of emergency, please inform  your coordinator to remove the lock."
